Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_FJ623495.1	10890.98	1484.09	0.0001
HIV1.cut.id_FJ647145.1	1429.65	8608.92	0.0001
HIV1.cut.id_FJ670515.1	3451.72	2495.38	0.0001
HIV1.cut.id_FJ670516.2	34.37	1304.41	0.0001
HIV1.cut.id_FJ670517.1	2310.34	1133.27	0.0001
HIV1.cut.id_FJ670518.1	2468.36	-	0.0001
HIV1.cut.id_FJ670519.1	72.91	1302.26	0.0001
HIV1.cut.id_FJ670520.1	4518.78	2235.65	0.0001
HIV1.cut.id_FJ670521.1	599.60	7791.02	0.0001
HIV1.cut.id_FJ670522.1	585.76	1311.95	0.0001
HIV1.cut.id_FJ670523.1	1950.19	2091.02	0.0001
HIV1.cut.id_FJ670524.1	1667.75	3833.05	0.0001
HIV1.cut.id_FJ670525.1	41.68	3364.02	0.0001
HIV1.cut.id_FJ670526.1	1198.30	-	0.0001
HIV1.cut.id_FJ670527.1	1894.24	1582.58	0.0001
HIV1.cut.id_FJ670528.1	2798.79	1381.69	0.0001
HIV1.cut.id_FJ670529.1	1367.12	3346.37	0.0001
HIV1.cut.id_FJ670530.1	3169.34	1867.52	0.0001
HIV1.cut.id_FJ670531.1	3263.98	2138.00	0.0001
HIV1.cut.id_FJ711703.1	725.63	746.27	0.0001
HIV1.cut.id_FJ771006.1	658.48	9172.03	0.0001
HIV1.cut.id_FJ771007.1	3835.83	2336.98	0.0001
HIV1.cut.id_FJ771008.1	44.18	4056.16	0.0001
HIV1.cut.id_FJ771009.1	758.90	600.75	0.0001
HIV1.cut.id_FJ771010.1	995.84	3166.23	0.0001
HIV1.cut.id_FJ853620.1	1028.44	7710.94	0.0001
HIV1.cut.id_FJ853621.1	1097.07	5981.08	0.0001
HIV1.cut.id_FJ853622.1	3108.87	1841.45	0.0001
HIV1.cut.id_FJ864679.1	572.81	3059.58	0.0001
HIV1.cut.id_FM877777.1	22.93	1382.31	0.0001
HIV1.cut.id_FM877778.1	2045.28	650.20	0.0001
HIV1.cut.id_FM877779.2	22.71	2096.09	0.0001
HIV1.cut.id_FM877780.1	0.00	31687.86	0.0001
HIV1.cut.id_FM877781.1	0.00	5776.05	0.0001
HIV1.cut.id_FM877782.1	4408.05	4208.37	0.0001
HIV1.cut.id_FM877783.1	602.87	2189.42	0.0001
HIV1.cut.id_FN392874.1	1582.36	8647.80	0.0001
HIV1.cut.id_FN392875.1	0.00	397.77	0.0001
HIV1.cut.id_FN392876.1	0.00	4811.44	0.0001
HIV1.cut.id_FN392877.1	0.00	-	0.0001
HIV1.cut.id_FR846408.1	1060.34	4828.36	0.0001
HIV1.cut.id_FR846409.1	168.07	1207.35	0.0001
HIV1.cut.id_FR846410.1	2503.86	3388.63	0.0001
HIV1.cut.id_GQ175881.1	576.01	3009.78	0.0001
HIV1.cut.id_GQ175882.1	845.07	786.45	0.0001
HIV1.cut.id_GQ175883.1	637.96	1658.29	0.0001
HIV1.cut.id_GQ277610.1	841.25	5738.71	0.0001
HIV1.cut.id_GQ290462.1	0.00	2046.78	0.0001
HIV1.cut.id_GQ365649.1	55.38	4879.94	0.0001
HIV1.cut.id_GQ365650.1	298.58	5389.22	0.0001
HIV1.cut.id_GQ365651.1	454.06	51.02	0.0001
HIV1.cut.id_GQ365652.1	67.14	3673.06	0.0001
HIV1.cut.id_GQ372986.1	11.48	3169.48	0.0001
HIV1.cut.id_GQ372987.1	2172.46	86.13	0.0001
HIV1.cut.id_GQ372988.1	23.03	1789.65	0.0001
HIV1.cut.id_GQ372989.1	1415.41	3027.10	0.0001
HIV1.cut.id_GQ372990.1	817.44	5982.29	0.0001
HIV1.cut.id_GQ845124.1	3492.49	2427.64	0.0001
HIV1.cut.id_GQ845125.1	2321.63	3349.49	0.0001
HIV1.cut.id_GQ845126.1	3035.78	4915.56	0.0001
HIV1.cut.id_GQ999972.1	130.84	2637.49	0.0001
HIV1.cut.id_GQ999973.1	0.00	5404.16	0.0001
HIV1.cut.id_GQ999974.1	3526.73	3541.67	0.0001
HIV1.cut.id_GQ999975.1	2096.41	4489.05	0.0001
HIV1.cut.id_GQ999976.1	0.00	2163.16	0.0001
HIV1.cut.id_GQ999977.1	99.01	0.00	0.0001
HIV1.cut.id_GQ999978.1	455.83	1001.05	0.0001
HIV1.cut.id_GQ999979.1	1137.98	2731.62	0.0001
HIV1.cut.id_GQ999980.1	3074.77	3383.65	0.0001
HIV1.cut.id_GQ999981.1	891.58	5269.72	0.0001
HIV1.cut.id_GQ999982.1	1325.44	6088.99	0.0001
HIV1.cut.id_GQ999983.1	343.99	1558.72	0.0001
HIV1.cut.id_GQ999984.1	1140.45	2111.80	0.0001
HIV1.cut.id_GQ999985.1	15.60	2149.68	0.0001
HIV1.cut.id_GQ999986.1	528.80	6014.58	0.0001
HIV1.cut.id_GQ999987.1	840.55	2437.57	0.0001
HIV1.cut.id_GQ999988.1	1339.68	2792.32	0.0001
HIV1.cut.id_GQ999989.1	2343.31	3638.70	0.0001
HIV1.cut.id_GQ999990.1	6851.61	5065.99	0.0001
HIV1.cut.id_GQ999991.1	604.46	3030.30	0.0001
HIV1.cut.id_GU111555.1	0.00	0.00	0.0001
HIV1.cut.id_GU177863.1	2922.00	2713.84	0.0001
HIV1.cut.id_GU207884.1	24.61	1264.99	0.0001
HIV1.cut.id_GU230137.1	2923.51	2428.57	0.0001
HIV1.cut.id_GU230139.1	1531.02	3815.09	0.0001
HIV1.cut.id_GU237072.1	0.00	1043.22	0.0001
HIV1.cut.id_GU362013.1	37.76	8451.52	0.0001
HIV1.cut.id_GU595148.1	0.00	3071.16	0.0001
HIV1.cut.id_GU595149.1	1604.94	2631.58	0.0001
HIV1.cut.id_GU595150.1	1704.85	3017.83	0.0001
HIV1.cut.id_GU595151.1	0.00	3416.44	0.0001
HIV1.cut.id_GU595152.1	522.85	2083.33	0.0001
HIV1.cut.id_GU595153.1	320.56	1866.83	0.0001
HIV1.cut.id_GU595154.1	19.32	3829.28	0.0001
HIV1.cut.id_GU595155.1	888.55	455.06	0.0001
HIV1.cut.id_GU595157.1	37.51	280.90	0.0001
HIV1.cut.id_GU595158.1	321.29	-	0.0001
HIV1.cut.id_GU595159.1	402.34	2045.45	0.0001
HIV1.cut.id_GU647196.1	1068.70	5067.66	0.0001
HIV1.cut.id_GU647197.1	2383.91	4337.15	0.0001
HIV1.cut.id_GU647198.1	1452.94	914.91	0.0001
HIV1.cut.id_GU733713.1	944.06	539.33	0.0001
HIV1.cut.id_GU733714.1	1760.14	402.14	0.0001
HIV1.cut.id_GU733715.1	1656.68	-	0.0001
HIV1.cut.id_GU733716.1	3125.99	3604.81	0.0001
HIV1.cut.id_GU733717.1	4022.50	2468.65	0.0001
HIV1.cut.id_HM026455.1	6544.73	2341.72	0.0001
HIV1.cut.id_HM026456.1	1896.04	3543.48	0.0001
HIV1.cut.id_HM026457.1	3507.00	4685.66	0.0001
HIV1.cut.id_HM026458.1	3737.51	1189.80	0.0001
HIV1.cut.id_HM026459.1	2240.19	1018.52	0.0001
HIV1.cut.id_HM026460.1	984.74	5614.27	0.0001
HIV1.cut.id_HM067748.1	1930.68	3123.79	0.0001
HIV1.cut.id_HM100716.1	5786.11	8997.84	0.0001
HIV1.cut.id_HM215249.1	376.31	1572.48	0.0001
HIV1.cut.id_HM215250.1	649.13	4142.01	0.0001
HIV1.cut.id_HM215251.1	0.00	1480.20	0.0001
HIV1.cut.id_HM215252.1	11.93	3297.24	0.0001
HIV1.cut.id_HM469972.1	1212.03	-	0.0001
HIV1.cut.id_HM469973.1	2801.56	-	0.0001
HIV1.cut.id_HM469974.1	1294.82	-	0.0001
HIV1.cut.id_HM469975.1	4627.42	2234.30	0.0001
HIV1.cut.id_HM469976.1	554.53	4545.45	0.0001
HIV1.cut.id_HM469977.1	835.29	-	0.0001
HIV1.cut.id_HM469978.1	1769.16	2138.00	0.0001
HIV1.cut.id_HM469979.1	1823.34	4512.20	0.0001
HIV1.cut.id_HM469980.1	-	-	0.0001
HIV1.cut.id_HM469981.1	-	-	0.0001
HIV1.cut.id_HM469982.1	2286.74	4761.90	0.0001
HIV1.cut.id_HM469983.1	447.28	-	0.0001
HIV1.cut.id_HM776938.1	1213.15	3609.91	0.0001
HIV1.cut.id_HM776939.1	538.78	2721.62	0.0001
HIV1.cut.id_JF719818.1	2073.47	-	0.0001
HIV1.cut.id_JF719819.1	2456.57	-	0.0001
HIV1.cut.id_JF804805.1	2148.36	5466.31	0.0001
HIV1.cut.id_JF804806.1	3594.47	766.16	0.0001
HIV1.cut.id_JF804807.1	671.60	3505.88	0.0001
HIV1.cut.id_JF804808.1	45.58	2961.67	0.0001
HIV1.cut.id_JF804809.1	1098.53	379.99	0.0001
HIV1.cut.id_JF804810.1	476.46	3761.76	0.0001
HIV1.cut.id_JF804811.1	0.00	1684.09	0.0001
HIV1.cut.id_JF804812.1	265.28	2854.65	0.0001
HIV1.cut.id_JF804813.1	2634.85	3022.41	0.0001
HIV1.cut.id_JF804814.1	1402.36	3132.36	0.0001
HIV1.cut.id_JN188292.1	1991.43	3835.91	0.0001
HIV1.cut.id_JN230353.1	1715.98	4177.47	0.0001
HIV1.cut.id_JN571034.1	1241.35	1571.21	0.0001
HIV1.cut.id_JN860761.1	1292.29	3605.02	0.0001
HIV1.cut.id_JN860762.1	3038.67	1893.45	0.0001
HIV1.cut.id_JN860763.1	564.29	3943.79	0.0001
HIV1.cut.id_JN860764.1	81.41	7773.23	0.0001
HIV1.cut.id_JN860765.1	2012.88	3409.73	0.0001
HIV1.cut.id_JN860766.1	227.30	1682.13	0.0001
HIV1.cut.id_JN860767.1	761.42	-	0.0001
HIV1.cut.id_JN860768.1	960.07	4044.12	0.0001
HIV1.cut.id_JN860769.1	338.45	3840.95	0.0001
HIV1.cut.id_JQ316126.1	1730.67	670.45	0.0001
HIV1.cut.id_JQ316127.2	3440.45	1187.40	0.0001
HIV1.cut.id_JQ316128.1	2149.12	2935.10	0.0001
HIV1.cut.id_JQ316129.1	358.42	4522.61	0.0001
HIV1.cut.id_JQ316130.1	1554.77	17442.26	0.0001
HIV1.cut.id_JQ316131.1	163.91	7158.54	0.0001
HIV1.cut.id_JQ316132.1	19.50	1210.65	0.0001
HIV1.cut.id_JQ316133.1	29.01	827.89	0.0001
HIV1.cut.id_JQ316134.1	2186.79	3053.08	0.0001
HIV1.cut.id_JQ316135.1	0.00	4994.80	0.0001
HIV1.cut.id_JQ316136.1	2312.78	1390.37	0.0001
HIV1.cut.id_JQ316137.1	1254.09	5954.83	0.0001
HIV1.cut.id_JQ316138.1	81.32	1737.62	0.0001
HIV1.cut.id_JQ341411.1	2804.35	1561.22	0.0001
HIV1.cut.id_JQ429433.2	1296.15	63.86	0.0001
HIV1.cut.id_JX503071.1	227.55	4040.65	0.0001
HIV1.cut.id_JX503072.1	2628.11	3321.83	0.0001
HIV1.cut.id_JX503073.1	2977.16	2597.40	0.0001
HIV1.cut.id_JX503074.1	1102.02	1320.36	0.0001
HIV1.cut.id_JX503075.1	2128.95	1740.14	0.0001
HIV1.cut.id_JX503076.1	3778.71	2482.14	0.0001
HIV1.cut.id_JX503077.1	1086.96	1656.73	0.0001
HIV1.cut.id_JX503078.1	2604.54	-	0.0001
HIV1.cut.id_JX503080.1	1425.66	-	0.0001
HIV1.cut.id_JX503081.1	487.18	256.74	0.0001
HIV1.cut.id_JX503082.1	425.71	3133.51	0.0001
HIV1.cut.id_JX503083.1	1954.84	3022.30	0.0001
HIV1.cut.id_JX574661.1	3249.05	3021.61	0.0001
HIV1.cut.id_JX574662.1	5418.99	3012.44	0.0001
HIV1.cut.id_JX574663.1	4813.68	8522.92	0.0001
HIV1.cut.id_K02007.1	1718.21	4150.20	0.0001
HIV1.cut.id_K02013.1	4213.83	4012.84	0.0001
HIV1.cut.id_K02083.1	1121.08	3598.65	0.0001
HIV1.cut.id_K03454.1	2775.94	272.67	0.0001
HIV1.cut.id_K03455.1	3554.47	1829.27	0.0001
HIV1.cut.id_KC156114.1	66.26	2634.88	0.0001
HIV1.cut.id_KC156115.1	2382.65	2353.35	0.0001
HIV1.cut.id_KC156116.1	1163.14	2893.81	0.0001
HIV1.cut.id_KC156117.1	978.45	2742.07	0.0001
HIV1.cut.id_KC156118.1	7161.48	6173.75	0.0001
HIV1.cut.id_KC156119.1	2706.27	-	0.0001
HIV1.cut.id_KC156120.1	3063.54	1326.37	0.0001
HIV1.cut.id_KC156121.1	2511.54	2094.97	0.0001
HIV1.cut.id_KC156122.1	364.58	1353.64	0.0001
HIV1.cut.id_KC156123.1	1802.66	1390.32	0.0001
HIV1.cut.id_KC156124.1	277.29	1153.50	0.0001
HIV1.cut.id_KC156125.1	211.58	5646.08	0.0001
HIV1.cut.id_KC156126.1	1627.73	2993.13	0.0001
HIV1.cut.id_KC156127.1	769.56	2890.70	0.0001
HIV1.cut.id_KC156128.1	175.79	685.32	0.0001
HIV1.cut.id_KC156129.1	443.50	15037.01	0.0001
HIV1.cut.id_KC156130.1	0.00	6530.21	0.0001
HIV1.cut.id_KC156210.1	289.40	3761.47	0.0001
HIV1.cut.id_KC156211.1	1718.57	3044.14	0.0001
HIV1.cut.id_KC156212.1	175.15	2830.19	0.0001
HIV1.cut.id_KC156213.1	0.00	1846.52	0.0001
HIV1.cut.id_KC156214.1	710.50	3269.07	0.0001
HIV1.cut.id_KC156215.1	317.37	2601.55	0.0001
HIV1.cut.id_KC156216.1	196.91	4089.00	0.0001
HIV1.cut.id_KC156217.1	1140.46	2023.12	0.0001
HIV1.cut.id_KC156218.1	0.00	3430.83	0.0001
HIV1.cut.id_KC156219.1	2941.56	3312.76	0.0001
HIV1.cut.id_KC156220.1	1854.30	3389.23	0.0001
HIV1.cut.id_KC156221.1	0.00	616.84	0.0001
HIV1.cut.id_KC492737.1	3274.37	4176.61	0.0001
HIV1.cut.id_KC492738.1	3563.18	3938.00	0.0001
HIV1.cut.id_KC503852.1	5103.06	5211.97	0.0001
HIV1.cut.id_KC503853.1	290.42	-	0.0001
HIV1.cut.id_KC503854.1	390.86	4636.14	0.0001
HIV1.cut.id_KC503855.1	135.23	3715.31	0.0001
HIV1.cut.id_KC522031.1	1626.83	792.86	0.0001
HIV1.cut.id_KC522032.1	2265.99	3620.87	0.0001
HIV1.cut.id_KC522033.1	429.80	-	0.0001
HIV1.cut.id_KC522034.1	1583.11	-	0.0001
HIV1.cut.id_KC852172.1	945.22	837.28	0.0001
HIV1.cut.id_KC852173.1	-	761.61	0.0001
HIV1.cut.id_KC852174.1	412.18	-	0.0001
HIV1.cut.id_KC898975.1	983.15	4245.91	0.0001
HIV1.cut.id_KC898976.1	257.36	-	0.0001
HIV1.cut.id_KC898977.1	2378.62	4550.00	0.0001
HIV1.cut.id_KC898978.1	65.64	3910.95	0.0001
HIV1.cut.id_KC898979.1	31.77	4563.56	0.0001
HIV1.cut.id_KC898981.1	2701.54	3452.45	0.0001
HIV1.cut.id_KC898982.1	196.17	3727.37	0.0001
HIV1.cut.id_KC898983.1	2962.54	111.36	0.0001
HIV1.cut.id_KC898984.1	1820.74	1092.90	0.0001
HIV1.cut.id_KC898985.1	712.14	1762.11	0.0001
HIV1.cut.id_KC898986.1	669.40	4112.55	0.0001
HIV1.cut.id_KC898987.1	217.22	4180.79	0.0001
HIV1.cut.id_KC898988.1	432.17	3353.20	0.0001
HIV1.cut.id_KC898989.1	305.28	2490.66	0.0001
HIV1.cut.id_KC898990.1	310.05	4503.18	0.0001
HIV1.cut.id_KC898991.1	2912.97	2649.46	0.0001
HIV1.cut.id_KC898992.1	1456.47	2377.25	0.0001
HIV1.cut.id_KC898993.1	0.00	5560.75	0.0001
HIV1.cut.id_KC898994.1	1476.01	-	0.0001
HIV1.cut.id_KC898995.1	68.26	1959.97	0.0001
HIV1.cut.id_KC898996.1	860.22	2351.99	0.0001
HIV1.cut.id_KC899006.1	0.00	2222.22	0.0001
HIV1.cut.id_KC899007.1	839.10	2674.04	0.0001
HIV1.cut.id_KC899008.1	1038.96	3451.21	0.0001
HIV1.cut.id_KC899009.1	0.00	3268.95	0.0001
HIV1.cut.id_KC899010.1	716.55	2220.29	0.0001
HIV1.cut.id_KC899011.1	987.88	3328.54	0.0001
HIV1.cut.id_KC899012.1	720.75	2333.33	0.0001
HIV1.cut.id_KC899013.1	559.63	2104.87	0.0001
HIV1.cut.id_KC899014.1	1208.46	2577.98	0.0001
HIV1.cut.id_KC899015.1	44.14	8941.98	0.0001
HIV1.cut.id_KC914396.1	741.40	3216.02	0.0001
HIV1.cut.id_KC935957.1	2194.07	2956.99	0.0001
HIV1.cut.id_KC935958.1	1669.23	390.93	0.0001
HIV1.cut.id_KC935959.1	1753.16	1291.99	0.0001
HIV1.cut.id_KF234628.1	1609.87	1984.37	0.0001
HIV1.cut.id_KF425293.1	7475.54	2941.18	0.0001
HIV1.cut.id_KF766537.1	1797.45	4414.00	0.0001
HIV1.cut.id_KF766538.1	-	5441.82	0.0001
HIV1.cut.id_KF766539.1	1239.33	10859.59	0.0001
HIV1.cut.id_KF766540.1	1785.52	4310.34	0.0001
HIV1.cut.id_KF766541.1	2208.48	1255.89	0.0001
HIV1.cut.id_KF766542.1	282.12	496.08	0.0001
HIV1.cut.id_KF990605.1	373.22	-	0.0001
HIV1.cut.id_KF990606.1	2480.79	2206.65	0.0001
HIV1.cut.id_KF990607.1	-	2474.53	0.0001
HIV1.cut.id_KF990608.1	22.00	1532.50	0.0001
HIV1.cut.id_KJ704797.1	3082.61	14255.69	0.0001
HIV1.cut.id_KJ925006.1	759.70	-	0.0001
HIV1.cut.id_KM390026.1	361.66	-	0.0001
HIV1.cut.id_KM438031.1	620.42	2651.52	0.0001
HIV1.cut.id_KM438032.1	0.00	1849.75	0.0001
HIV1.cut.id_KP170487.1	2412.43	6399.44	0.0001
HIV1.cut.id_KP718914.1	3912.42	4252.86	0.0001
HIV1.cut.id_KP718915.1	3450.21	3713.30	0.0001
HIV1.cut.id_KP718916.1	0.00	2741.61	0.0001
HIV1.cut.id_KP718917.1	234.30	1768.68	0.0001
HIV1.cut.id_KP718918.1	7128.33	2095.88	0.0001
HIV1.cut.id_KP718919.1	0.00	3438.94	0.0001
HIV1.cut.id_KP718920.1	33.47	1682.52	0.0001
HIV1.cut.id_KP718921.1	11.25	981.87	0.0001
HIV1.cut.id_KP718922.1	50.03	2466.51	0.0001
HIV1.cut.id_KP718923.1	11.29	1966.02	0.0001
HIV1.cut.id_KP718924.1	45.07	4636.67	0.0001
HIV1.cut.id_KP718925.1	22.14	3288.36	0.0001
HIV1.cut.id_KP718926.1	22.46	4777.50	0.0001
HIV1.cut.id_KP718927.1	11.04	896.33	0.0001
HIV1.cut.id_KP718928.1	7782.19	1567.66	0.0001
HIV1.cut.id_KP718929.1	0.00	6717.03	0.0001
HIV1.cut.id_KP718930.1	2439.02	1342.93	0.0001
HIV1.cut.id_KP718931.1	11.20	2277.99	0.0001
HIV1.cut.id_KP718932.1	1049.40	2197.32	0.0001
HIV1.cut.id_KP718933.1	710.10	5234.16	0.0001
HIV1.cut.id_KP718934.1	11.05	5586.36	0.0001
HIV1.cut.id_KP718935.1	1549.87	1452.25	0.0001
HIV1.cut.id_KP718936.1	1322.17	4565.88	0.0001
HIV1.cut.id_KP718937.1	883.13	1708.34	0.0001
HIV1.cut.id_KP718938.1	791.12	761.95	0.0001
HIV1.cut.id_KT022360.1	2646.65	958.22	0.0001
HIV1.cut.id_KT022361.1	1348.86	4498.84	0.0001
HIV1.cut.id_KT022362.1	0.00	-	0.0001
HIV1.cut.id_KT022363.1	283.29	1093.53	0.0001
HIV1.cut.id_KT022364.1	12.38	2380.95	0.0001
HIV1.cut.id_KT022365.1	180.31	2893.42	0.0001
HIV1.cut.id_KT022366.1	0.00	3656.37	0.0001
HIV1.cut.id_KT022367.1	670.96	653.41	0.0001
HIV1.cut.id_KT022368.1	13.86	4157.01	0.0001
HIV1.cut.id_KT022369.1	748.43	2861.26	0.0001
HIV1.cut.id_KT022370.1	182.98	694.44	0.0001
HIV1.cut.id_KT022371.1	1708.42	2116.94	0.0001
HIV1.cut.id_KT022372.1	379.88	3674.08	0.0001
HIV1.cut.id_KT022373.1	607.50	1633.33	0.0001
HIV1.cut.id_KT022374.1	111.66	4132.86	0.0001
HIV1.cut.id_KT022375.1	495.16	1527.29	0.0001
HIV1.cut.id_KT022376.1	2477.92	2197.80	0.0001
HIV1.cut.id_KT022377.1	1177.28	2843.43	0.0001
HIV1.cut.id_KT022378.1	1102.25	1453.22	0.0001
HIV1.cut.id_KT022379.1	3468.74	5358.54	0.0001
HIV1.cut.id_KT022380.1	3186.61	2325.19	0.0001
HIV1.cut.id_KT022381.1	939.61	2639.17	0.0001
HIV1.cut.id_KT022382.1	911.19	2203.39	0.0001
HIV1.cut.id_KT022383.1	311.71	4114.49	0.0001
HIV1.cut.id_KT022384.1	1055.41	2249.91	0.0001
HIV1.cut.id_KT022385.1	696.90	2556.62	0.0001
HIV1.cut.id_KT022386.1	153.99	2447.21	0.0001
HIV1.cut.id_KT022387.1	12.63	1455.99	0.0001
HIV1.cut.id_KT022388.1	1688.34	6256.64	0.0001
HIV1.cut.id_KT022389.1	666.51	2345.38	0.0001
HIV1.cut.id_KT022390.1	2207.40	2259.56	0.0001
HIV1.cut.id_KT022391.1	1075.14	1473.00	0.0001
HIV1.cut.id_KT022392.1	63.56	3849.02	0.0001
HIV1.cut.id_KT022393.1	206.26	1737.05	0.0001
HIV1.cut.id_KT022394.1	2416.23	2450.60	0.0001
HIV1.cut.id_KT022395.1	1687.31	0.00	0.0001
HIV1.cut.id_KT022396.1	13.73	12608.70	0.0001
HIV1.cut.id_KT022397.1	369.17	1618.05	0.0001
HIV1.cut.id_KT022398.1	3050.11	2660.81	0.0001
HIV1.cut.id_KT022399.1	1406.97	657.13	0.0001
HIV1.cut.id_KT022400.1	11.46	1088.16	0.0001
HIV1.cut.id_KT022401.1	199.81	677.28	0.0001
HIV1.cut.id_KT022402.1	354.08	3988.57	0.0001
HIV1.cut.id_KT022403.1	311.92	657.54	0.0001
HIV1.cut.id_KT022404.1	172.67	782.14	0.0001
HIV1.cut.id_KT022405.1	549.83	2588.20	0.0001
HIV1.cut.id_KT022406.1	1344.90	2523.70	0.0001
HIV1.cut.id_KT022407.1	0.00	2584.81	0.0001
HIV1.cut.id_KT022408.1	0.00	1981.98	0.0001
HIV1.cut.id_KT022409.1	504.07	1718.29	0.0001
HIV1.cut.id_KT022410.1	0.00	2916.21	0.0001
HIV1.cut.id_KT022411.1	860.78	3567.16	0.0001
HIV1.cut.id_KT022412.1	145.87	1923.08	0.0001
HIV1.cut.id_KT022413.1	845.04	3417.06	0.0001
HIV1.cut.id_KT022414.1	606.34	2542.52	0.0001
HIV1.cut.id_KT022415.1	724.47	2145.66	0.0001
HIV1.cut.id_KT022416.1	11.68	2295.16	0.0001
HIV1.cut.id_KT022417.1	0.00	892.18	0.0001
HIV1.cut.id_KT200348.1	2076.09	-	0.0001
HIV1.cut.id_KT200349.1	204.47	1709.40	0.0001
HIV1.cut.id_KT200350.1	1828.69	935.40	0.0001
HIV1.cut.id_KT200351.1	3392.18	1378.01	0.0001
HIV1.cut.id_KT200352.1	43.83	351.49	0.0001
HIV1.cut.id_KT200353.1	98.61	2836.36	0.0001
HIV1.cut.id_KT200354.1	711.48	652.99	0.0001
HIV1.cut.id_KT200355.1	47.21	4314.08	0.0001
HIV1.cut.id_KT200356.1	171.73	2596.03	0.0001
HIV1.cut.id_KT200357.1	0.00	6461.64	0.0001
HIV1.cut.id_KT200358.1	4538.48	724.11	0.0001
HIV1.cut.id_KT259308.1	-	834.03	0.0001
HIV1.cut.id_KT259309.1	414.08	-	0.0001
HIV1.cut.id_KT259310.1	-	2631.58	0.0001
HIV1.cut.id_KT259311.1	394.42	-	0.0001
HIV1.cut.id_KT259312.1	797.68	13381.29	0.0001
HIV1.cut.id_KT259313.1	730.59	-	0.0001
HIV1.cut.id_KT259314.1	505.26	-	0.0001
HIV1.cut.id_KT259315.1	422.83	3575.13	0.0001
HIV1.cut.id_KT259316.1	360.86	2125.92	0.0001
HIV1.cut.id_KT259317.1	526.14	-	0.0001
HIV1.cut.id_KT259318.1	2801.93	3481.89	0.0001
HIV1.cut.id_KT259319.1	651.47	-	0.0001
HIV1.cut.id_KT284371.1	-	-	0.0001
HIV1.cut.id_KT284372.1	628.38	2293.58	0.0001
HIV1.cut.id_KT284373.1	2871.66	4265.04	0.0001
HIV1.cut.id_KT284374.1	-	494.07	0.0001
HIV1.cut.id_KT284375.1	-	-	0.0001
HIV1.cut.id_KT284376.1	396.87	1674.11	0.0001
HIV1.cut.id_KT284377.1	703.22	-	0.0001
HIV1.cut.id_KT284378.1	3566.80	1337.53	0.0001
HIV1.cut.id_KT372798.1	1301.96	2405.06	0.0001
HIV1.cut.id_KT427649.1	2564.10	3300.21	0.0001
HIV1.cut.id_KT427650.1	11.07	1665.37	0.0001
HIV1.cut.id_KT427651.1	70.87	923.93	0.0001
HIV1.cut.id_KT427670.1	250.56	1549.99	0.0001
HIV1.cut.id_KT427671.1	46.21	3096.33	0.0001
HIV1.cut.id_KT427674.1	833.80	2055.97	0.0001
HIV1.cut.id_KT427675.1	459.93	3647.69	0.0001
HIV1.cut.id_KT427676.1	1147.58	3789.47	0.0001
HIV1.cut.id_KT427692.1	7556.90	3781.63	0.0001
HIV1.cut.id_KT427698.1	0.00	1685.12	0.0001
HIV1.cut.id_KT427699.1	3666.46	2016.43	0.0001
HIV1.cut.id_KT427700.1	0.00	4029.73	0.0001
HIV1.cut.id_KT427701.1	2627.18	3210.08	0.0001
HIV1.cut.id_KT427705.1	1190.31	2385.01	0.0001
HIV1.cut.id_KT427706.1	0.00	1817.02	0.0001
HIV1.cut.id_KT427708.1	1831.17	3558.39	0.0001
HIV1.cut.id_KT427709.1	177.09	1792.67	0.0001
HIV1.cut.id_KT427711.1	299.95	2028.47	0.0001
HIV1.cut.id_KT427715.1	599.80	2835.05	0.0001
HIV1.cut.id_KT427716.1	26.73	413.02	0.0001
HIV1.cut.id_KT427717.1	11.16	3234.92	0.0001
HIV1.cut.id_KT427718.1	911.13	2204.14	0.0001
HIV1.cut.id_KT427719.1	5459.12	57014.56	0.0001
HIV1.cut.id_KT427720.1	446.70	3390.26	0.0001
HIV1.cut.id_KT427721.1	28.56	1933.43	0.0001
HIV1.cut.id_KT427722.1	1379.72	2528.49	0.0001
HIV1.cut.id_KT427723.1	477.84	4214.12	0.0001
HIV1.cut.id_KT427724.1	285.41	783.29	0.0001
HIV1.cut.id_KT427725.1	331.18	124.64	0.0001
HIV1.cut.id_KT427726.1	355.14	1348.75	0.0001
HIV1.cut.id_KT427727.1	4630.66	3679.25	0.0001
HIV1.cut.id_KT427728.1	87.21	1991.39	0.0001
HIV1.cut.id_KT427729.1	3926.23	2576.27	0.0001
HIV1.cut.id_KT427730.1	0.00	1554.40	0.0001
HIV1.cut.id_KT427731.1	19.27	3583.06	0.0001
HIV1.cut.id_KT427732.1	3726.71	-	0.0001
HIV1.cut.id_KT427733.1	849.23	1538.95	0.0001
HIV1.cut.id_KT427734.1	320.67	1031.59	0.0001
HIV1.cut.id_KT427735.1	454.69	0.00	0.0001
HIV1.cut.id_KT427736.1	1318.86	3678.33	0.0001
HIV1.cut.id_KT427737.1	158.19	2662.80	0.0001
HIV1.cut.id_KT427738.1	1509.59	2521.82	0.0001
HIV1.cut.id_KT427739.1	3202.35	3706.40	0.0001
HIV1.cut.id_KT427740.1	23.43	3355.46	0.0001
HIV1.cut.id_KT427741.1	1564.32	2517.80	0.0001
HIV1.cut.id_KT427742.1	956.99	2004.89	0.0001
HIV1.cut.id_KT427743.1	1443.88	5240.84	0.0001
