Assemblies	penguin	rnaspades	err_rate
HIV1.cut.id_GQ999985.1	70.524	13.814	0.0001
HIV1.cut.id_GQ999986.1	94.812	17.940	0.0001
HIV1.cut.id_GQ999987.1	84.477	36.749	0.0001
HIV1.cut.id_GQ999988.1	99.647	18.965	0.0001
HIV1.cut.id_GQ999989.1	96.308	51.183	0.0001
HIV1.cut.id_GQ999990.1	91.820	25.791	0.0001
HIV1.cut.id_GQ999991.1	100.000	24.299	0.0001
HIV1.cut.id_GU111555.1	76.748	22.133	0.0001
HIV1.cut.id_GU177863.1	45.581	32.042	0.0001
HIV1.cut.id_GU207884.1	91.531	51.639	0.0001
HIV1.cut.id_GU230137.1	100.000	39.660	0.0001
HIV1.cut.id_GU230139.1	100.000	66.985	0.0001
HIV1.cut.id_GU237072.1	34.549	22.177	0.0001
HIV1.cut.id_GU362013.1	90.346	39.288	0.0001
HIV1.cut.id_GU595148.1	14.624	15.134	0.0001
HIV1.cut.id_GU595149.1	91.268	15.414	0.0001
HIV1.cut.id_GU595150.1	41.289	8.018	0.0001
HIV1.cut.id_GU595151.1	29.003	23.724	0.0001
HIV1.cut.id_GU595152.1	56.772	18.470	0.0001
HIV1.cut.id_GU595153.1	74.590	17.465	0.0001
HIV1.cut.id_GU595154.1	59.374	28.763	0.0001
HIV1.cut.id_GU595155.1	44.036	9.827	0.0001
HIV1.cut.id_GU595157.1	42.814	17.151	0.0001
HIV1.cut.id_GU595158.1	28.880	-	0.0001
HIV1.cut.id_GU595159.1	62.814	5.055	0.0001
HIV1.cut.id_GU647196.1	57.677	38.228	0.0001
HIV1.cut.id_GU647197.1	53.099	13.451	0.0001
HIV1.cut.id_GU647198.1	100.000	12.031	0.0001
HIV1.cut.id_GU733713.1	31.267	24.325	0.0001
HIV1.cut.id_GU733714.1	100.000	16.311	0.0001
HIV1.cut.id_GU733715.1	31.016	-	0.0001
HIV1.cut.id_GU733716.1	34.627	16.379	0.0001
HIV1.cut.id_GU733717.1	64.141	27.900	0.0001
HIV1.cut.id_HM026455.1	100.000	38.112	0.0001
HIV1.cut.id_HM026456.1	85.925	50.981	0.0001
HIV1.cut.id_HM026457.1	100.000	47.585	0.0001
HIV1.cut.id_HM026458.1	89.383	38.920	0.0001
HIV1.cut.id_HM026459.1	100.000	47.208	0.0001
HIV1.cut.id_HM026460.1	90.317	33.663	0.0001
HIV1.cut.id_HM067748.1	97.319	56.631	0.0001
HIV1.cut.id_HM100716.1	82.380	20.337	0.0001
HIV1.cut.id_HM215249.1	98.700	92.397	0.0001
HIV1.cut.id_HM215250.1	83.225	42.139	0.0001
HIV1.cut.id_HM215251.1	87.329	56.821	0.0001
HIV1.cut.id_HM215252.1	100.000	48.468	0.0001
HIV1.cut.id_HM469972.1	72.054	-	0.0001
HIV1.cut.id_HM469973.1	28.410	-	0.0001
HIV1.cut.id_HM469974.1	11.099	-	0.0001
HIV1.cut.id_HM469975.1	50.638	18.218	0.0001
HIV1.cut.id_HM469976.1	29.719	2.175	0.0001
HIV1.cut.id_HM469977.1	42.048	-	0.0001
HIV1.cut.id_HM469978.1	90.046	11.305	0.0001
HIV1.cut.id_HM469979.1	27.136	18.032	0.0001
HIV1.cut.id_HM469980.1	-	-	0.0001
HIV1.cut.id_HM469981.1	-	-	0.0001
HIV1.cut.id_HM469982.1	43.172	1.631	0.0001
HIV1.cut.id_HM469983.1	17.314	-	0.0001
HIV1.cut.id_HM776938.1	85.568	20.717	0.0001
HIV1.cut.id_HM776939.1	78.901	14.386	0.0001
HIV1.cut.id_JF719818.1	49.033	-	0.0001
HIV1.cut.id_JF719819.1	62.979	-	0.0001
HIV1.cut.id_JF804805.1	88.483	50.117	0.0001
HIV1.cut.id_JF804806.1	97.991	33.890	0.0001
HIV1.cut.id_JF804807.1	99.468	48.120	0.0001
HIV1.cut.id_JF804808.1	100.000	19.624	0.0001
HIV1.cut.id_JF804809.1	99.932	17.870	0.0001
HIV1.cut.id_JF804810.1	81.638	36.495	0.0001
HIV1.cut.id_JF804811.1	100.000	58.320	0.0001
HIV1.cut.id_JF804812.1	92.680	76.732	0.0001
HIV1.cut.id_JF804813.1	100.000	21.701	0.0001
HIV1.cut.id_JF804814.1	98.628	48.940	0.0001
HIV1.cut.id_JN188292.1	87.514	20.704	0.0001
HIV1.cut.id_JN230353.1	100.000	38.181	0.0001
HIV1.cut.id_JN571034.1	100.000	98.583	0.0001
HIV1.cut.id_JN860761.1	79.043	36.612	0.0001
HIV1.cut.id_JN860762.1	70.948	35.923	0.0001
HIV1.cut.id_JN860763.1	28.491	25.333	0.0001
HIV1.cut.id_JN860764.1	84.752	19.676	0.0001
HIV1.cut.id_JN860765.1	100.000	41.155	0.0001
HIV1.cut.id_JN860766.1	95.915	39.564	0.0001
HIV1.cut.id_JN860767.1	84.798	-	0.0001
HIV1.cut.id_JN860768.1	97.880	24.937	0.0001
HIV1.cut.id_JN860769.1	94.086	42.045	0.0001
HIV1.cut.id_JQ316126.1	66.568	21.275	0.0001
HIV1.cut.id_JQ316127.2	62.579	42.339	0.0001
HIV1.cut.id_JQ316128.1	75.041	53.077	0.0001
HIV1.cut.id_JQ316129.1	45.979	8.745	0.0001
HIV1.cut.id_JQ316130.1	92.696	31.674	0.0001
HIV1.cut.id_JQ316131.1	66.875	24.959	0.0001
HIV1.cut.id_JQ316132.1	56.024	18.045	0.0001
HIV1.cut.id_JQ316133.1	38.291	25.494	0.0001
HIV1.cut.id_JQ316134.1	72.307	46.755	0.0001
HIV1.cut.id_JQ316135.1	59.229	52.606	0.0001
HIV1.cut.id_JQ316136.1	100.000	10.297	0.0001
HIV1.cut.id_JQ316137.1	40.410	37.556	0.0001
HIV1.cut.id_JQ316138.1	54.649	25.575	0.0001
HIV1.cut.id_JQ341411.1	100.000	26.768	0.0001
HIV1.cut.id_JQ429433.2	84.240	17.271	0.0001
HIV1.cut.id_JX503071.1	64.474	45.525	0.0001
HIV1.cut.id_JX503072.1	100.000	50.979	0.0001
HIV1.cut.id_JX503073.1	53.508	8.402	0.0001
HIV1.cut.id_JX503074.1	100.000	15.701	0.0001
HIV1.cut.id_JX503075.1	91.308	38.083	0.0001
HIV1.cut.id_JX503076.1	53.796	29.863	0.0001
HIV1.cut.id_JX503077.1	29.923	15.833	0.0001
HIV1.cut.id_JX503078.1	47.070	-	0.0001
HIV1.cut.id_JX503080.1	32.810	-	0.0001
HIV1.cut.id_JX503081.1	53.520	8.831	0.0001
HIV1.cut.id_JX503082.1	52.235	16.322	0.0001
HIV1.cut.id_JX503083.1	100.000	38.288	0.0001
HIV1.cut.id_JX574661.1	94.835	58.588	0.0001
HIV1.cut.id_JX574662.1	100.000	34.123	0.0001
HIV1.cut.id_JX574663.1	91.432	32.898	0.0001
HIV1.cut.id_K02007.1	51.159	11.120	0.0001
HIV1.cut.id_K02013.1	80.300	20.466	0.0001
HIV1.cut.id_K02083.1	24.457	25.905	0.0001
HIV1.cut.id_K03454.1	100.000	32.320	0.0001
HIV1.cut.id_K03455.1	85.779	1.805	0.0001
HIV1.cut.id_KC156114.1	100.000	35.207	0.0001
HIV1.cut.id_KC156115.1	45.844	31.098	0.0001
HIV1.cut.id_KC156116.1	36.773	43.584	0.0001
HIV1.cut.id_KC156117.1	100.000	25.660	0.0001
HIV1.cut.id_KC156118.1	54.840	29.758	0.0001
HIV1.cut.id_KC156119.1	49.934	-	0.0001
HIV1.cut.id_KC156120.1	92.329	27.383	0.0001
HIV1.cut.id_KC156121.1	81.231	31.584	0.0001
HIV1.cut.id_KC156122.1	63.590	13.049	0.0001
HIV1.cut.id_KC156123.1	46.416	21.381	0.0001
HIV1.cut.id_KC156124.1	75.438	12.408	0.0001
HIV1.cut.id_KC156125.1	83.752	29.228	0.0001
HIV1.cut.id_KC156126.1	72.474	22.261	0.0001
HIV1.cut.id_KC156127.1	77.127	36.503	0.0001
HIV1.cut.id_KC156128.1	50.022	19.246	0.0001
HIV1.cut.id_KC156129.1	66.769	28.153	0.0001
HIV1.cut.id_KC156130.1	86.373	11.321	0.0001
HIV1.cut.id_KC156210.1	90.693	23.841	0.0001
HIV1.cut.id_KC156211.1	95.222	43.295	0.0001
HIV1.cut.id_KC156212.1	100.000	44.094	0.0001
HIV1.cut.id_KC156213.1	94.811	45.649	0.0001
HIV1.cut.id_KC156214.1	85.347	13.153	0.0001
HIV1.cut.id_KC156215.1	76.218	24.090	0.0001
HIV1.cut.id_KC156216.1	100.000	18.193	0.0001
HIV1.cut.id_KC156217.1	36.491	15.157	0.0001
HIV1.cut.id_KC156218.1	99.902	49.694	0.0001
HIV1.cut.id_KC156219.1	83.592	33.951	0.0001
HIV1.cut.id_KC156220.1	100.000	30.938	0.0001
HIV1.cut.id_KC156221.1	99.813	30.289	0.0001
HIV1.cut.id_KC492737.1	58.421	9.213	0.0001
HIV1.cut.id_KC492738.1	100.000	26.251	0.0001
HIV1.cut.id_KC503852.1	66.248	44.158	0.0001
HIV1.cut.id_KC503853.1	11.372	-	0.0001
HIV1.cut.id_KC503854.1	36.626	57.956	0.0001
HIV1.cut.id_KC503855.1	32.563	24.593	0.0001
HIV1.cut.id_KC522031.1	67.120	11.242	0.0001
HIV1.cut.id_KC522032.1	52.825	10.505	0.0001
HIV1.cut.id_KC522033.1	46.982	-	0.0001
HIV1.cut.id_KC522034.1	85.149	-	0.0001
HIV1.cut.id_KC852172.1	100.000	31.283	0.0001
HIV1.cut.id_KC852173.1	-	14.703	0.0001
HIV1.cut.id_KC852174.1	70.694	-	0.0001
HIV1.cut.id_KC898975.1	57.110	25.908	0.0001
HIV1.cut.id_KC898976.1	70.320	-	0.0001
HIV1.cut.id_KC898977.1	69.379	22.607	0.0001
HIV1.cut.id_KC898978.1	69.582	18.977	0.0001
HIV1.cut.id_KC898979.1	35.252	30.918	0.0001
HIV1.cut.id_KC898981.1	52.844	37.412	0.0001
HIV1.cut.id_KC898982.1	46.063	10.607	0.0001
HIV1.cut.id_KC898983.1	59.787	10.262	0.0001
HIV1.cut.id_KC898984.1	97.280	12.547	0.0001
HIV1.cut.id_KC898985.1	90.687	15.432	0.0001
HIV1.cut.id_KC898986.1	83.191	21.002	0.0001
HIV1.cut.id_KC898987.1	87.923	29.828	0.0001
HIV1.cut.id_KC898988.1	94.573	30.472	0.0001
HIV1.cut.id_KC898989.1	85.024	18.124	0.0001
HIV1.cut.id_KC898990.1	62.656	23.346	0.0001
HIV1.cut.id_KC898991.1	93.086	16.631	0.0001
HIV1.cut.id_KC898992.1	68.996	51.399	0.0001
HIV1.cut.id_KC898993.1	55.761	24.318	0.0001
HIV1.cut.id_KC898994.1	98.489	-	0.0001
HIV1.cut.id_KC898995.1	100.000	27.281	0.0001
HIV1.cut.id_KC898996.1	100.000	41.868	0.0001
HIV1.cut.id_KC899006.1	37.278	27.950	0.0001
HIV1.cut.id_KC899007.1	100.000	49.189	0.0001
HIV1.cut.id_KC899008.1	78.634	26.631	0.0001
HIV1.cut.id_KC899009.1	84.411	7.658	0.0001
HIV1.cut.id_KC899010.1	95.448	51.508	0.0001
HIV1.cut.id_KC899011.1	76.085	47.557	0.0001
HIV1.cut.id_KC899012.1	68.128	30.832	0.0001
HIV1.cut.id_KC899013.1	91.604	30.850	0.0001
HIV1.cut.id_KC899014.1	98.108	35.819	0.0001
HIV1.cut.id_KC899015.1	51.724	16.724	0.0001
HIV1.cut.id_KC914396.1	73.980	18.078	0.0001
HIV1.cut.id_KC935957.1	76.043	13.112	0.0001
HIV1.cut.id_KC935958.1	100.000	14.046	0.0001
HIV1.cut.id_KC935959.1	77.787	37.999	0.0001
HIV1.cut.id_KF234628.1	41.042	36.626	0.0001
HIV1.cut.id_KF425293.1	57.216	18.273	0.0001
HIV1.cut.id_KF766537.1	89.445	36.423	0.0001
HIV1.cut.id_KF766538.1	-	42.787	0.0001
HIV1.cut.id_KF766539.1	80.519	36.246	0.0001
HIV1.cut.id_KF766540.1	100.000	7.671	0.0001
HIV1.cut.id_KF766541.1	100.000	14.068	0.0001
HIV1.cut.id_KF766542.1	50.979	42.372	0.0001
HIV1.cut.id_KF990605.1	100.000	-	0.0001
HIV1.cut.id_KF990606.1	100.000	31.339	0.0001
HIV1.cut.id_KF990607.1	-	30.165	0.0001
HIV1.cut.id_KF990608.1	100.000	65.332	0.0001
HIV1.cut.id_KJ704797.1	28.630	61.579	0.0001
HIV1.cut.id_KJ925006.1	27.429	-	0.0001
HIV1.cut.id_KM390026.1	12.187	-	0.0001
HIV1.cut.id_KM438031.1	19.409	11.560	0.0001
HIV1.cut.id_KM438032.1	49.520	28.869	0.0001
HIV1.cut.id_KP170487.1	99.714	31.239	0.0001
HIV1.cut.id_KP718914.1	100.000	76.837	0.0001
HIV1.cut.id_KP718915.1	100.000	78.085	0.0001
HIV1.cut.id_KP718916.1	100.000	88.119	0.0001
HIV1.cut.id_KP718917.1	100.000	64.342	0.0001
HIV1.cut.id_KP718918.1	100.000	46.893	0.0001
HIV1.cut.id_KP718919.1	100.000	82.387	0.0001
HIV1.cut.id_KP718920.1	100.000	61.013	0.0001
HIV1.cut.id_KP718921.1	97.693	14.548	0.0001
HIV1.cut.id_KP718922.1	89.150	52.442	0.0001
HIV1.cut.id_KP718923.1	100.000	59.164	0.0001
HIV1.cut.id_KP718924.1	100.000	74.118	0.0001
HIV1.cut.id_KP718925.1	100.000	78.769	0.0001
HIV1.cut.id_KP718926.1	100.000	58.300	0.0001
HIV1.cut.id_KP718927.1	100.000	65.258	0.0001
HIV1.cut.id_KP718928.1	100.000	66.799	0.0001
HIV1.cut.id_KP718929.1	87.071	67.693	0.0001
HIV1.cut.id_KP718930.1	99.548	47.092	0.0001
HIV1.cut.id_KP718931.1	100.000	62.930	0.0001
HIV1.cut.id_KP718932.1	88.967	51.816	0.0001
HIV1.cut.id_KP718933.1	100.000	94.105	0.0001
HIV1.cut.id_KP718934.1	100.000	53.819	0.0001
HIV1.cut.id_KP718935.1	99.471	80.377	0.0001
HIV1.cut.id_KP718936.1	100.000	76.014	0.0001
HIV1.cut.id_KP718937.1	96.300	44.610	0.0001
HIV1.cut.id_KP718938.1	86.320	41.921	0.0001
HIV1.cut.id_KT022360.1	100.000	59.785	0.0001
HIV1.cut.id_KT022361.1	99.873	84.203	0.0001
HIV1.cut.id_KT022362.1	39.439	-	0.0001
HIV1.cut.id_KT022363.1	93.322	39.943	0.0001
HIV1.cut.id_KT022364.1	92.554	50.515	0.0001
HIV1.cut.id_KT022365.1	82.231	54.790	0.0001
HIV1.cut.id_KT022366.1	99.531	32.235	0.0001
HIV1.cut.id_KT022367.1	84.029	40.502	0.0001
HIV1.cut.id_KT022368.1	82.788	69.283	0.0001
HIV1.cut.id_KT022369.1	94.946	47.668	0.0001
HIV1.cut.id_KT022370.1	87.892	13.234	0.0001
HIV1.cut.id_KT022371.1	100.000	45.804	0.0001
HIV1.cut.id_KT022372.1	75.375	45.825	0.0001
HIV1.cut.id_KT022373.1	96.339	34.427	0.0001
HIV1.cut.id_KT022374.1	92.135	45.085	0.0001
HIV1.cut.id_KT022375.1	100.000	61.826	0.0001
HIV1.cut.id_KT022376.1	100.000	22.967	0.0001
HIV1.cut.id_KT022377.1	100.000	64.316	0.0001
HIV1.cut.id_KT022378.1	97.385	37.718	0.0001
HIV1.cut.id_KT022379.1	100.000	87.517	0.0001
HIV1.cut.id_KT022380.1	100.000	68.031	0.0001
HIV1.cut.id_KT022381.1	100.000	51.667	0.0001
HIV1.cut.id_KT022382.1	100.000	54.441	0.0001
HIV1.cut.id_KT022383.1	99.598	51.420	0.0001
HIV1.cut.id_KT022384.1	21.747	33.154	0.0001
HIV1.cut.id_KT022385.1	100.000	66.583	0.0001
HIV1.cut.id_KT022386.1	96.768	81.969	0.0001
HIV1.cut.id_KT022387.1	91.344	52.314	0.0001
HIV1.cut.id_KT022388.1	100.000	85.877	0.0001
HIV1.cut.id_KT022389.1	100.000	66.146	0.0001
HIV1.cut.id_KT022390.1	100.000	19.844	0.0001
HIV1.cut.id_KT022391.1	96.607	49.359	0.0001
HIV1.cut.id_KT022392.1	90.707	46.431	0.0001
HIV1.cut.id_KT022393.1	100.000	38.261	0.0001
HIV1.cut.id_KT022394.1	100.000	74.413	0.0001
HIV1.cut.id_KT022395.1	74.803	13.536	0.0001
HIV1.cut.id_KT022396.1	83.678	42.270	0.0001
HIV1.cut.id_KT022397.1	99.644	53.995	0.0001
HIV1.cut.id_KT022398.1	100.000	88.774	0.0001
HIV1.cut.id_KT022399.1	87.004	29.596	0.0001
HIV1.cut.id_KT022400.1	100.000	51.598	0.0001
HIV1.cut.id_KT022401.1	97.614	33.880	0.0001
HIV1.cut.id_KT022402.1	100.000	87.915	0.0001
HIV1.cut.id_KT022403.1	100.000	65.007	0.0001
HIV1.cut.id_KT022404.1	92.854	60.032	0.0001
HIV1.cut.id_KT022405.1	99.148	68.893	0.0001
HIV1.cut.id_KT022406.1	91.239	82.248	0.0001
HIV1.cut.id_KT022407.1	100.000	42.818	0.0001
HIV1.cut.id_KT022408.1	100.000	25.285	0.0001
HIV1.cut.id_KT022409.1	100.000	50.670	0.0001
HIV1.cut.id_KT022410.1	93.299	31.031	0.0001
HIV1.cut.id_KT022411.1	100.000	57.592	0.0001
HIV1.cut.id_KT022412.1	86.738	55.026	0.0001
HIV1.cut.id_KT022413.1	96.012	39.127	0.0001
HIV1.cut.id_KT022414.1	100.000	63.894	0.0001
HIV1.cut.id_KT022415.1	100.000	55.738	0.0001
HIV1.cut.id_KT022416.1	98.312	46.521	0.0001
HIV1.cut.id_KT022417.1	100.000	60.392	0.0001
HIV1.cut.id_KT200348.1	100.000	-	0.0001
HIV1.cut.id_KT200349.1	91.262	12.843	0.0001
HIV1.cut.id_KT200350.1	80.574	37.064	0.0001
HIV1.cut.id_KT200351.1	87.095	40.648	0.0001
HIV1.cut.id_KT200352.1	100.000	12.470	0.0001
HIV1.cut.id_KT200353.1	88.715	30.071	0.0001
HIV1.cut.id_KT200354.1	88.589	23.299	0.0001
HIV1.cut.id_KT200355.1	93.366	48.275	0.0001
HIV1.cut.id_KT200356.1	83.068	41.424	0.0001
HIV1.cut.id_KT200357.1	94.158	31.841	0.0001
HIV1.cut.id_KT200358.1	100.000	45.418	0.0001
HIV1.cut.id_KT259308.1	-	13.254	0.0001
HIV1.cut.id_KT259309.1	16.018	-	0.0001
HIV1.cut.id_KT259310.1	-	1.260	0.0001
HIV1.cut.id_KT259311.1	36.260	-	0.0001
HIV1.cut.id_KT259312.1	15.176	7.648	0.0001
HIV1.cut.id_KT259313.1	24.069	-	0.0001
HIV1.cut.id_KT259314.1	53.126	-	0.0001
HIV1.cut.id_KT259315.1	15.600	21.218	0.0001
HIV1.cut.id_KT259316.1	51.724	26.856	0.0001
HIV1.cut.id_KT259317.1	33.388	-	0.0001
HIV1.cut.id_KT259318.1	80.286	7.957	0.0001
HIV1.cut.id_KT259319.1	3.402	-	0.0001
HIV1.cut.id_KT284371.1	-	-	0.0001
HIV1.cut.id_KT284372.1	100.000	16.823	0.0001
HIV1.cut.id_KT284373.1	49.709	28.835	0.0001
HIV1.cut.id_KT284374.1	-	11.101	0.0001
HIV1.cut.id_KT284375.1	-	-	0.0001
HIV1.cut.id_KT284376.1	100.000	9.878	0.0001
HIV1.cut.id_KT284377.1	99.934	-	0.0001
HIV1.cut.id_KT284378.1	16.915	13.943	0.0001
HIV1.cut.id_KT372798.1	49.430	8.919	0.0001
HIV1.cut.id_KT427649.1	81.453	60.533	0.0001
HIV1.cut.id_KT427650.1	100.000	42.558	0.0001
HIV1.cut.id_KT427651.1	93.671	35.926	0.0001
HIV1.cut.id_KT427670.1	80.665	43.465	0.0001
HIV1.cut.id_KT427671.1	100.000	80.582	0.0001
HIV1.cut.id_KT427674.1	99.911	38.898	0.0001
HIV1.cut.id_KT427675.1	95.824	24.769	0.0001
HIV1.cut.id_KT427676.1	89.775	5.262	0.0001
HIV1.cut.id_KT427692.1	100.000	39.433	0.0001
HIV1.cut.id_KT427698.1	100.000	46.341	0.0001
HIV1.cut.id_KT427699.1	91.434	30.026	0.0001
HIV1.cut.id_KT427700.1	79.169	28.413	0.0001
HIV1.cut.id_KT427701.1	94.090	27.652	0.0001
HIV1.cut.id_KT427705.1	77.435	6.519	0.0001
HIV1.cut.id_KT427706.1	69.471	34.813	0.0001
HIV1.cut.id_KT427708.1	62.490	25.083	0.0001
HIV1.cut.id_KT427709.1	100.000	71.002	0.0001
HIV1.cut.id_KT427711.1	97.382	31.569	0.0001
HIV1.cut.id_KT427715.1	87.720	34.748	0.0001
HIV1.cut.id_KT427716.1	83.058	45.698	0.0001
HIV1.cut.id_KT427717.1	100.000	43.466	0.0001
HIV1.cut.id_KT427718.1	83.911	32.676	0.0001
HIV1.cut.id_KT427719.1	89.952	38.486	0.0001
HIV1.cut.id_KT427720.1	100.000	47.362	0.0001
HIV1.cut.id_KT427721.1	82.770	48.286	0.0001
HIV1.cut.id_KT427722.1	73.966	31.148	0.0001
HIV1.cut.id_KT427723.1	92.232	19.348	0.0001
HIV1.cut.id_KT427724.1	95.709	47.951	0.0001
HIV1.cut.id_KT427725.1	74.448	26.975	0.0001
HIV1.cut.id_KT427726.1	89.762	12.727	0.0001
HIV1.cut.id_KT427727.1	94.188	24.790	0.0001
HIV1.cut.id_KT427728.1	93.272	43.179	0.0001
HIV1.cut.id_KT427729.1	98.638	16.462	0.0001
HIV1.cut.id_KT427730.1	96.402	51.273	0.0001
HIV1.cut.id_KT427731.1	61.764	7.307	0.0001
HIV1.cut.id_KT427732.1	40.883	-	0.0001
HIV1.cut.id_KT427733.1	100.000	34.399	0.0001
HIV1.cut.id_KT427734.1	98.849	36.417	0.0001
HIV1.cut.id_KT427735.1	76.502	3.742	0.0001
HIV1.cut.id_KT427736.1	94.299	30.519	0.0001
HIV1.cut.id_KT427737.1	100.000	42.859	0.0001
HIV1.cut.id_KT427738.1	82.601	12.015	0.0001
HIV1.cut.id_KT427739.1	100.000	48.422	0.0001
HIV1.cut.id_KT427740.1	100.000	31.768	0.0001
HIV1.cut.id_KT427741.1	100.000	67.231	0.0001
HIV1.cut.id_KT427742.1	99.854	45.981	0.0001
HIV1.cut.id_KT427743.1	100.000	38.437	0.0001
HIV1.cut.id_KT427744.1	95.696	51.260	0.0001
HIV1.cut.id_KT427745.1	80.920	35.267	0.0001
HIV1.cut.id_KT427746.1	100.000	60.029	0.0001
HIV1.cut.id_KT427747.1	46.457	-	0.0001
HIV1.cut.id_KT427748.1	88.524	31.013	0.0001
HIV1.cut.id_KT427749.1	91.824	15.935	0.0001
HIV1.cut.id_KT427750.1	99.697	12.627	0.0001
HIV1.cut.id_KT427751.1	95.863	49.671	0.0001
HIV1.cut.id_KT427752.1	75.887	29.238	0.0001
HIV1.cut.id_KT427753.1	87.960	55.385	0.0001
HIV1.cut.id_KT427754.1	91.515	57.664	0.0001
HIV1.cut.id_KT427755.1	99.744	31.963	0.0001
HIV1.cut.id_KT427756.1	99.614	42.162	0.0001
HIV1.cut.id_KT427757.1	97.837	54.564	0.0001
HIV1.cut.id_KT427758.1	88.419	5.779	0.0001
HIV1.cut.id_KT427759.1	86.859	16.537	0.0001
HIV1.cut.id_KT427760.1	96.660	11.470	0.0001
HIV1.cut.id_KT427761.1	91.260	16.903	0.0001
HIV1.cut.id_KT427762.1	77.271	30.410	0.0001
HIV1.cut.id_KT427763.1	78.265	14.730	0.0001
HIV1.cut.id_KT427764.1	97.960	47.549	0.0001
HIV1.cut.id_KT427765.1	83.462	9.240	0.0001
HIV1.cut.id_KT427766.1	89.615	26.575	0.0001
HIV1.cut.id_KT427767.1	66.519	10.692	0.0001
HIV1.cut.id_KT427768.1	91.477	8.220	0.0001
HIV1.cut.id_KT427769.1	100.000	38.491	0.0001
HIV1.cut.id_KT427770.1	59.012	10.219	0.0001
HIV1.cut.id_KT427771.1	76.140	54.983	0.0001
HIV1.cut.id_KT427772.1	71.902	19.106	0.0001
HIV1.cut.id_KT427773.1	100.000	64.145	0.0001
HIV1.cut.id_KT427774.1	95.800	64.363	0.0001
HIV1.cut.id_KT427775.1	71.844	30.385	0.0001
HIV1.cut.id_KT427776.1	93.466	70.728	0.0001
HIV1.cut.id_KT427777.1	45.656	-	0.0001
HIV1.cut.id_KT427778.1	92.091	13.411	0.0001
HIV1.cut.id_KT427779.1	84.623	12.514	0.0001
HIV1.cut.id_KT427780.1	74.661	39.809	0.0001
HIV1.cut.id_KT427781.1	83.585	47.728	0.0001
HIV1.cut.id_KT427782.1	91.158	50.787	0.0001
HIV1.cut.id_KT427783.1	71.535	-	0.0001
HIV1.cut.id_KT427784.1	100.000	21.262	0.0001
HIV1.cut.id_KT427785.1	100.000	68.424	0.0001
HIV1.cut.id_KT427786.1	98.258	41.340	0.0001
HIV1.cut.id_KT427787.1	83.553	19.876	0.0001
HIV1.cut.id_KT427788.1	30.997	-	0.0001
HIV1.cut.id_KT427789.1	100.000	64.018	0.0001
HIV1.cut.id_KT427790.1	100.000	38.039	0.0001
HIV1.cut.id_KT427791.1	93.341	31.449	0.0001
HIV1.cut.id_KT427792.1	100.000	39.660	0.0001
HIV1.cut.id_KT427794.1	97.857	27.207	0.0001
HIV1.cut.id_KT427795.1	86.741	65.753	0.0001
HIV1.cut.id_KT427796.1	100.000	53.961	0.0001
HIV1.cut.id_KT427797.1	88.879	52.472	0.0001
HIV1.cut.id_KT427798.1	100.000	91.603	0.0001
HIV1.cut.id_KT427799.1	99.589	38.758	0.0001
HIV1.cut.id_KT427800.1	92.985	57.821	0.0001
HIV1.cut.id_KT427801.1	83.535	44.820	0.0001
HIV1.cut.id_KT427803.1	94.398	25.039	0.0001
HIV1.cut.id_KT427805.1	59.477	23.013	0.0001
HIV1.cut.id_KT427806.1	94.140	34.087	0.0001
HIV1.cut.id_KT427807.1	80.292	28.401	0.0001
HIV1.cut.id_KT427808.1	81.893	47.887	0.0001
HIV1.cut.id_KT427809.1	100.000	50.453	0.0001
HIV1.cut.id_KT427810.1	97.730	63.651	0.0001
HIV1.cut.id_KT427815.1	81.742	19.090	0.0001
HIV1.cut.id_KT427816.1	100.000	35.638	0.0001
HIV1.cut.id_KT427817.1	84.372	56.004	0.0001
HIV1.cut.id_KT427818.1	100.000	48.216	0.0001
HIV1.cut.id_KT427819.1	96.544	48.467	0.0001
HIV1.cut.id_KT427820.1	95.553	50.132	0.0001
HIV1.cut.id_KT427823.1	100.000	41.678	0.0001
HIV1.cut.id_KT427824.1	55.706	-	0.0001
HIV1.cut.id_KT427825.1	93.990	23.849	0.0001
HIV1.cut.id_KT427826.1	87.439	31.864	0.0001
HIV1.cut.id_KT427827.1	85.239	58.811	0.0001
HIV1.cut.id_KT427828.1	100.000	50.130	0.0001
HIV1.cut.id_KT427829.1	100.000	27.332	0.0001
HIV1.cut.id_KT427830.1	99.933	64.562	0.0001
HIV1.cut.id_KT427831.1	92.440	-	0.0001
HIV1.cut.id_KT427865.1	91.189	44.203	0.0001
HIV1.cut.id_KT427869.1	72.574	15.215	0.0001
HIV1.cut.id_KT427870.1	100.000	56.501	0.0001
HIV1.cut.id_KT427872.1	92.757	62.369	0.0001
HIV1.cut.id_KT427873.1	100.000	27.812	0.0001
HIV1.cut.id_KT438782.1	85.048	23.466	0.0001
HIV1.cut.id_KT438783.1	49.318	36.434	0.0001
HIV1.cut.id_KT438784.1	73.927	28.727	0.0001
HIV1.cut.id_KT982201.1	74.638	38.210	0.0001
HIV1.cut.id_KU161143.1	94.891	29.543	0.0001
HIV1.cut.id_KU161144.1	94.540	14.501	0.0001
HIV1.cut.id_KU161145.1	91.046	21.788	0.0001
HIV1.cut.id_KU168256.1	99.967	65.321	0.0001
HIV1.cut.id_KU168257.1	100.000	14.432	0.0001
