Tool	Contig	Length
megahit	SRR5466366_k141_83824	4200
megahit	SRR5466369_k141_101287	4127
megahit	SRR5466369_k141_33380	4179
megahit	SRR5466369_k141_49057	4066
megahit	SRR5466369_k141_87890	3722
megahit	SRR5466369_k141_88246	3826
megahit	SRR5466369_k141_59350	3801
megahit	SRR5466369_k141_105454	3940
megahit	SRR5466337_k141_49072	3987
megahit	SRR5466337_k141_37572	3452
megahit	SRR5466337_k141_33643	4089
megahit	SRR5466337_k141_23779	4136
megahit	SRR5466723_k141_33629	4014
megahit	SRR5466723_k141_3288	3709
megahit	SRR5466723_k141_9179	3704
megahit	SRR5466723_k141_22001	4454
megahit	SRR5466723_k141_22106	4151
megahit	SRR5466723_k141_15108	3722
megahit	SRR5466725_k141_100399	4141
megahit	SRR5466725_k141_29163	4355
megahit	SRR5466725_k141_108433	4170
megahit	SRR5466725_k141_81091	3509
megahit	SRR5466725_k141_88082	3569
megahit	SRR5466725_k141_88125	3415
megahit	SRR5466725_k141_67257	3975
megahit	SRR5466725_k141_46128	3969
megahit	SRR5466725_k141_75388	3780
megahit	SRR5466725_k141_61370	4995
megahit	SRR5466725_k141_47184	3300
megahit	SRR5466725_k141_32958	4349
megahit	SRR5466725_k141_104948	3891
megahit	SRR5466725_k141_105146	6270
megahit	SRR5466725_k141_105491	3871
megahit	SRR5466725_k141_26651	4077
megahit	SRR5466725_k141_99025	4245
megahit	SRR5466725_k141_71409	3970
megahit	SRR5466725_k141_6649	3490
megahit	SRR5466727_k141_58486	3891
megahit	SRR5466727_k141_34304	3356
megahit	SRR5466727_k141_25114	3845
megahit	SRR5466727_k141_44620	4335
megahit	SRR5466727_k141_59381	3697
megahit	SRR5466727_k141_44786	4046
megahit	SRR5466727_k141_11167	3742
megahit	SRR5466727_k141_51196	4298
megahit	SRR5466727_k141_71588	3845
megahit	SRR5466727_k141_57755	4317
megahit	SRR5466728_k141_28238	3790
megahit	SRR5466728_k141_20356	4195
megahit	SRR5466728_k141_53138	3739
megahit	SRR5466728_k141_49020	3862
megahit	SRR5466728_k141_34192	3828
megahit	SRR5466728_k141_50028	4548
megahit	SRR5466728_k141_58640	3981
megahit	SRR5466728_k141_7134	4437
megahit	SRR5466728_k141_23485	3491
megahit	SRR5466729_k141_155	4164
megahit	SRR5466729_k141_55516	4313
megahit	SRR5466729_k141_61523	3865
megahit	SRR5466729_k141_28787	3650
megahit	SRR5466729_k141_13247	3827
megahit	SRR5466729_k141_74512	3820
megahit	SRR5466729_k141_46725	3885
megahit	SRR5466729_k141_35615	3797
megahit	SRR5466729_k141_24804	4453
megahit	SRR5466729_k141_9448	4225
megahit	SRR5466729_k141_9515	4085
megahit	SRR5466729_k141_70893	5007
megahit	SRR5466729_k141_37226	3366
megahit	SRR5466729_k141_66119	4240
megahit	SRR5467090_k141_73429	4401
megahit	SRR5467090_k141_19986	3667
megahit	SRR5467090_k141_5460	5736
megahit	SRR5467090_k141_30108	3353
megahit	SRR5467090_k141_20539	4255
megahit	SRR5467090_k141_1032	4816
megahit	SRR5467090_k141_49933	4319
megahit	SRR5467090_k141_35687	3590
megahit	SRR5467090_k141_40912	4232
megahit	SRR5467090_k141_21498	3624
megahit	SRR5467090_k141_31441	4663
megahit	SRR5467090_k141_2299	3673
megahit	SRR5467090_k141_36658	3809
megahit	SRR5467090_k141_42193	3910
megahit	SRR5467090_k141_56235	4201
megahit	SRR5467090_k141_17386	3958
megahit	SRR5467090_k141_17794	4365
megahit	SRR5467090_k141_58077	3903
megahit	SRR5467090_k141_4116	3824
megahit	SRR5467091_k141_71505	3632
megahit	SRR5467091_k141_11050	3570
megahit	SRR5467091_k141_77603	4143
megahit	SRR5467091_k141_33835	2714
megahit	SRR5467091_k141_11713	3912
megahit	SRR5467091_k141_11888	3708
megahit	SRR5467091_k141_67011	3851
megahit	SRR5467091_k141_7043	4061
megahit	SRR5467091_k141_67650	3846
megahit	SRR5467091_k141_40884	3847
megahit	SRR5467091_k141_79590	4357
megahit	SRR5467091_k141_79724	3896
megahit	SRR5467091_k141_2372	3731
megahit	SRR5467091_k141_29926	4111
megahit	SRR5467091_k141_46778	4189
megahit	SRR5467091_k141_53360	4114
megahit	SRR5467091_k141_26185	3867
megahit	SRR5467091_k141_20244	3311
megahit	SRR5467091_k141_65071	4397
megahit	SRR5467091_k141_81572	3853
megahit	SRR5467091_k141_65295	3851
megahit	SRR5467091_k141_58829	4120
megahit	SRR5467091_k141_5373	4002
megahit	SRR6049586_k141_6284	3450
megahit	SRR6253161_k141_35232	3609
megahit	SRR6253161_k141_91665	3875
megahit	SRR6253161_k141_64253	4170
megahit	SRR6253161_k141_50468	3988
megahit	SRR6253161_k141_72269	3343
megahit	SRR6253161_k141_39154	8334
megahit	SRR6253161_k141_60417	3902
megahit	SRR6253161_k141_41474	4110
megahit	SRR6253579_k141_39380	3969
megahit	SRR6254351_k141_40121	3932
megahit	SRR6254351_k141_44367	4084
megahit	SRR6254351_k141_19477	3800
megahit	SRR6254353_k141_46714	4564
megahit	SRR6254353_k141_27312	4074
megahit	SRR6254353_k141_18183	4325
megahit	SRR6254353_k141_70744	4047
megahit	SRR6254893_k141_22990	4341
megahit	SRR6254984_k141_49811	3932
megahit	SRR6254984_k141_50328	4223
megahit	SRR6255402_k141_28300	3903
megahit	SRR6255402_k141_13499	4779
megahit	SRR6255402_k141_888	3630
megahit	SRR6255513_k141_14127	3443
megahit	SRR6255513_k141_34841	3940
megahit	SRR6255513_k141_7382	3678
megahit	SRR6255520_k141_46701	4231
megahit	SRR6255520_k141_37683	4110
megahit	SRR6255521_k141_27572	3842
megahit	SRR6255521_k141_23032	3682
megahit	SRR6255733_k141_34695	3692
megahit	SRR6255733_k141_14949	3989
megahit	SRR6255733_k141_37656	4128
megahit	SRR6255733_k141_23526	4935
megahit	SRR6255733_k141_26739	3552
megahit	SRR6255733_k141_18943	4592
megahit	SRR6255733_k141_1727	4094
megahit	SRR6255733_k141_1932	4107
megahit	SRR6255733_k141_29569	4251
megahit	SRR6255746_k141_24303	3896
megahit	SRR6255746_k141_1054	3786
megahit	SRR6255746_k141_1205	3989
megahit	SRR6255746_k141_46343	3745
megahit	SRR6255746_k141_16223	3731
megahit	SRR6255746_k141_28865	4793
megahit	SRR6255746_k141_8109	3387
megahit	SRR6255746_k141_8289	3544
megahit	SRR6960509_k141_80646	4065
megahit	SRR6960509_k141_113775	3454
megahit	SRR6960509_k141_51815	3937
megahit	SRR6960509_k141_122811	4424
megahit	SRR6960509_k141_45420	4219
megahit	SRR6960509_k141_107721	4039
megahit	SRR6960509_k141_77717	3673
megahit	SRR6960509_k141_62682	3899
megahit	SRR6960509_k141_55461	3508
megahit	SRR6960540_k141_616	4573
megahit	SRR6960549_k141_2910	4221
megahit	SRR6960549_k141_11616	3846
megahit	SRR6960549_k141_4692	4022
megahit	SRR6960549_k141_16032	3661
megahit	SRR6960549_k141_12052	3699
megahit	SRR6960549_k141_22075	4617
megahit	SRR6960549_k141_7975	4154
megahit	SRR6960549_k141_18137	4407
megahit	SRR6960549_k141_15383	3724
megahit	SRR6960549_k141_4117	3531
megahit	SRR6960551_k141_56577	3457
megahit	SRR6960551_k141_15714	3574
megahit	SRR6960551_k141_62068	4036
megahit	SRR6960551_k141_36771	4208
megahit	SRR6960551_k141_905	3578
megahit	SRR6960551_k141_21578	4398
megahit	SRR6960551_k141_6196	3755
megahit	SRR6960551_k141_63062	3770
megahit	SRR6960551_k141_16953	3231
megahit	SRR6960551_k141_58294	4432
megahit	SRR6960551_k141_73607	3540
megahit	SRR6960551_k141_73613	3915
megahit	SRR6960551_k141_6601	3850
megahit	SRR6960551_k141_22051	3656
megahit	SRR6960551_k141_73980	3801
megahit	SRR6960551_k141_38427	3743
megahit	SRR6960551_k141_33688	4150
megahit	SRR6960551_k141_80107	3881
megahit	SRR6960551_k141_39410	3523
megahit	SRR6960551_k141_55029	3477
megahit	SRR6960551_k141_80417	4196
megahit	SRR6960551_k141_40029	3737
megahit	SRR6960551_k141_44837	3809
megahit	SRR6960551_k141_8869	3737
megahit	SRR6960551_k141_45411	3772
megahit	SRR6960551_k141_56235	3668
megahit	SRR6960551_k141_30063	3584
megahit	SRR6960797_k141_33853	3632
megahit	SRR6960797_k141_38931	3482
megahit	SRR6960797_k141_34774	3789
megahit	SRR6960797_k141_50452	4146
megahit	SRR6960797_k141_47730	4298
megahit	SRR7976295_k141_9071	3788
megahit	SRR7976299_k141_14857	3797
megahit	SRR7976299_k141_1552	4192
megahit	SRR7976299_k141_22376	3488
megahit	SRR7976299_k141_19543	4161
megahit	SRR7976299_k141_4679	4642
megahit	SRR7976299_k141_21044	3925
megahit	SRR7976299_k141_19879	4866
megahit	SRR7976299_k141_21390	4357
megahit	SRR7976299_k141_17024	3631
megahit	SRR7976299_k141_5033	3990
megahit	SRR7976299_k141_3810	4043
megahit	SRR7976299_k141_2374	4064
megahit	SRR7976299_k141_20259	5243
megahit	SRR7976299_k141_8599	3766
megahit	SRR7976299_k141_2435	3680
megahit	SRR7976299_k141_21962	3966
megahit	SRR7976299_k141_23573	4529
megahit	SRR7976299_k141_17787	4050
megahit	SRR7976300_k141_61723	3534
megahit	SRR7976300_k141_45019	4505
megahit	SRR7976300_k141_11687	3556
megahit	SRR7976300_k141_11822	3556
megahit	SRR7976300_k141_1325	3284
megahit	SRR7976300_k141_30321	3830
megahit	SRR7976300_k141_2906	3575
megahit	SRR7976300_k141_7859	3717
megahit	SRR7976300_k141_31841	3790
megahit	SRR7976300_k141_20868	4375
megahit	SRR7976300_k141_21237	3647
megahit	SRR7976300_k141_42415	3402
megahit	SRR7976300_k141_60415	4376
megahit	SRR7976300_k141_43130	3394
megahit	SRR7976300_k141_16200	3346
megahit	SRR7976301_k141_16341	4170
megahit	SRR7976301_k141_53930	4242
megahit	SRR7976301_k141_11503	4551
megahit	SRR7976301_k141_33928	3820
megahit	SRR7976301_k141_77021	4169
megahit	SRR7976301_k141_34515	3993
megahit	SRR7976301_k141_40537	4226
megahit	SRR7976301_k141_24209	3795
megahit	SRR7976301_k141_19572	3984
megahit	SRR7976301_k141_73094	3474
megahit	SRR7976301_k141_84605	4510
megahit	SRR7976301_k141_30412	3659
megahit	SRR7976301_k141_79144	3421
megahit	SRR7976310_k141_50396	4174
megahit	SRR7976310_k141_15385	4814
megahit	SRR7976310_k141_55846	3910
megahit	SRR7976310_k141_70985	3412
megahit	SRR7976310_k141_20899	4113
megahit	SRR7976310_k141_30854	3739
megahit	SRR7976310_k141_56246	4066
megahit	SRR7976310_k141_1371	3612
megahit	SRR7976310_k141_41231	4322
megahit	SRR7976310_k141_57211	4473
megahit	SRR7976310_k141_58466	4210
megahit	SRR7976310_k141_43474	3980
megahit	SRR7976310_k141_33021	4000
megahit	SRR7976310_k141_9036	4627
megahit	SRR7976310_k141_19259	3819
megahit	SRR7976310_k141_63865	3454
megahit	SRR7976310_k141_23957	3835
megahit	SRR7976310_k141_68958	4141
megahit	SRR7976310_k141_68980	3822
megahit	SRR7976310_k141_64724	3740
megahit	SRR7976310_k141_69626	3648
megahit	SRR7687334_k141_31193	3524
megahit	SRR7687308_k141_117758	3765
megahit	SRR5995670_k141_5362	3350
megahit	SRR5995670_k141_2989	3622
megahit	SRR5995670_k141_34641	4264
megahit	SRR5995670_k141_41644	3730
megahit	SRR5995670_k141_39073	3277
megahit	SRR5995670_k141_7373	3633
metaspades	SRR6960803_NODE_1807_length_4423_cov_17.782280	4423
metaspades	SRR6960803_NODE_1952_length_4276_cov_55.650557	4276
metaspades	SRR6960803_NODE_1962_length_4267_cov_10.225783	4267
metaspades	SRR6960803_NODE_2030_length_4192_cov_6.387721	4192
metaspades	SRR6960803_NODE_2398_length_3846_cov_39.048536	3846
metaspades	SRR6960803_NODE_2476_length_3792_cov_180.473910	3792
metaspades	SRR6960803_NODE_2517_length_3763_cov_11.456850	3763
metaspades	SRR6960803_NODE_2563_length_3734_cov_15.070400	3734
metaspades	SRR6960803_NODE_2573_length_3727_cov_7.635893	3727
metaspades	SRR6960803_NODE_2671_length_3660_cov_32.069903	3660
metaspades	SRR6960803_NODE_2726_length_3624_cov_8.419445	3624
metaspades	SRR6960803_NODE_2908_length_3507_cov_11.463789	3507
metaspades	SRR6960803_NODE_3017_length_3441_cov_73.923509	3441
metaspades	SRR6960801_NODE_3329_length_3832_cov_19.755891	3832
metaspades	SRR6960801_NODE_3500_length_3731_cov_33.138194	3731
metaspades	SRR6960801_NODE_3813_length_3560_cov_4.762340	3560
metaspades	SRR6960799_NODE_416_length_4677_cov_370.680874	4677
metaspades	SRR6960799_NODE_520_length_4334_cov_16.441225	4334
metaspades	SRR6960799_NODE_566_length_4194_cov_4.776516	4194
metaspades	SRR6960799_NODE_577_length_4161_cov_18.866293	4161
metaspades	SRR6960799_NODE_579_length_4159_cov_22.335039	4159
metaspades	SRR6960799_NODE_582_length_4158_cov_17.305143	4158
metaspades	SRR6960799_NODE_597_length_4118_cov_20.803101	4118
metaspades	SRR6960799_NODE_615_length_4079_cov_3.416750	4079
metaspades	SRR6960799_NODE_620_length_4070_cov_214.635616	4070
metaspades	SRR6960799_NODE_633_length_4049_cov_39.691037	4049
metaspades	SRR6960799_NODE_649_length_4013_cov_12.371652	4013
metaspades	SRR6960799_NODE_650_length_4012_cov_7.899419	4012
metaspades	SRR6960799_NODE_663_length_3990_cov_5.744346	3990
metaspades	SRR6960799_NODE_665_length_3983_cov_86.079939	3983
metaspades	SRR6960799_NODE_689_length_3928_cov_52.021430	3928
metaspades	SRR6960799_NODE_696_length_3912_cov_461.038890	3912
metaspades	SRR6960799_NODE_697_length_3910_cov_6.356939	3910
metaspades	SRR6960799_NODE_720_length_3876_cov_8.574719	3876
metaspades	SRR6960799_NODE_722_length_3873_cov_19.955212	3873
metaspades	SRR6960799_NODE_749_length_3827_cov_5.075292	3827
metaspades	SRR6960799_NODE_751_length_3825_cov_23.071088	3825
metaspades	SRR6960799_NODE_758_length_3819_cov_7.545962	3819
metaspades	SRR6960799_NODE_777_length_3780_cov_5.204832	3780
metaspades	SRR6960799_NODE_778_length_3779_cov_6.191998	3779
metaspades	SRR6960799_NODE_782_length_3777_cov_15.839065	3777
metaspades	SRR6960799_NODE_783_length_3776_cov_5.688525	3776
metaspades	SRR6960799_NODE_813_length_3739_cov_9.918838	3739
metaspades	SRR6960799_NODE_834_length_3716_cov_8.385141	3716
metaspades	SRR6960799_NODE_837_length_3711_cov_36.710339	3711
metaspades	SRR6960799_NODE_842_length_3706_cov_3.549165	3706
metaspades	SRR6960799_NODE_848_length_3698_cov_9.669503	3698
metaspades	SRR6960799_NODE_849_length_3698_cov_7.531705	3698
metaspades	SRR6960799_NODE_896_length_3625_cov_11.606162	3625
metaspades	SRR6960799_NODE_901_length_3621_cov_11.812956	3621
metaspades	SRR6960799_NODE_927_length_3595_cov_10.841808	3595
metaspades	SRR6960799_NODE_937_length_3587_cov_6.336920	3587
metaspades	SRR6960799_NODE_946_length_3575_cov_5.574716	3575
metaspades	SRR6960799_NODE_952_length_3567_cov_25.525057	3567
metaspades	SRR6960799_NODE_963_length_3560_cov_76.364622	3560
metaspades	SRR6960799_NODE_969_length_3555_cov_12.087429	3555
metaspades	SRR6960799_NODE_985_length_3536_cov_20.851479	3536
metaspades	SRR6960799_NODE_1056_length_3452_cov_11.982632	3452
metaspades	SRR6960799_NODE_1091_length_3398_cov_4.024828	3398
metaspades	SRR6960799_NODE_1171_length_3294_cov_6.769682	3294
metaspades	SRR6960799_NODE_2403_length_2470_cov_3.202899	2470
metaspades	SRR7976324_NODE_283_length_4283_cov_544.541154	4283
metaspades	SRR7976324_NODE_378_length_3893_cov_293.646430	3893
metaspades	SRR7976324_NODE_494_length_3574_cov_39.096903	3574
metaspades	SRR7976357_NODE_1802_length_4105_cov_22.532840	4105
metaspades	SRR7976357_NODE_1844_length_4061_cov_13.926860	4061
metaspades	SRR7976357_NODE_2019_length_3872_cov_14.841237	3872
metaspades	SRR7976357_NODE_2029_length_3865_cov_26.842257	3865
metaspades	SRR7976357_NODE_2045_length_3852_cov_20.247564	3852
metaspades	SRR7976357_NODE_2079_length_3827_cov_17.130170	3827
metaspades	SRR7976357_NODE_2157_length_3762_cov_7.384947	3762
metaspades	SRR7976357_NODE_2206_length_3727_cov_8.842865	3727
metaspades	SRR7976357_NODE_2294_length_3654_cov_17.682134	3654
metaspades	SRR7976357_NODE_2295_length_3653_cov_278.172318	3653
metaspades	SRR7976357_NODE_2308_length_3641_cov_200.434467	3641
metaspades	SRR7976357_NODE_2332_length_3620_cov_137.458626	3620
metaspades	SRR7976357_NODE_2502_length_3499_cov_12.779617	3499
metaspades	SRR7976357_NODE_2587_length_3447_cov_4.097288	3447
metaspades	SRR7976357_NODE_2604_length_3441_cov_27.294743	3441
metaspades	SRR7976357_NODE_2620_length_3424_cov_27.344613	3424
metaspades	SRR7976327_NODE_3607_length_3686_cov_24.101625	3686
metaspades	SRR7976323_NODE_1330_length_4508_cov_5.848192	4508
metaspades	SRR7976323_NODE_1608_length_4164_cov_22.730835	4164
metaspades	SRR7976323_NODE_1847_length_3922_cov_210.096716	3922
metaspades	SRR7976323_NODE_2000_length_3790_cov_1061.116734	3790
metaspades	SRR7976323_NODE_2075_length_3718_cov_20.528256	3718
metaspades	SRR7976323_NODE_2280_length_3560_cov_25.016833	3560
metaspades	SRR7976323_NODE_2536_length_3386_cov_17.979586	3386
metaspades	SRR7976326_NODE_102_length_4264_cov_44.779045	4264
metaspades	SRR7976326_NODE_135_length_3933_cov_14.606498	3933
metaspades	SRR7976326_NODE_138_length_3923_cov_10.782316	3923
metaspades	SRR7976326_NODE_177_length_3694_cov_11.154438	3694
metaspades	SRR7976326_NODE_197_length_3559_cov_6.197203	3559
metaspades	SRR7976325_NODE_202_length_4216_cov_5.557558	4216
metaspades	SRR7976325_NODE_229_length_4073_cov_7.327526	4073
metaspades	SRR7976325_NODE_230_length_4069_cov_4.895366	4069
metaspades	SRR7976325_NODE_236_length_4032_cov_132.879809	4032
metaspades	SRR7976325_NODE_238_length_4025_cov_32.569018	4025
metaspades	SRR7976325_NODE_251_length_3973_cov_4.850179	3973
metaspades	SRR7976325_NODE_265_length_3920_cov_8.556533	3920
metaspades	SRR7976325_NODE_269_length_3911_cov_9.747925	3911
metaspades	SRR7976325_NODE_270_length_3901_cov_21.908476	3901
metaspades	SRR7976325_NODE_283_length_3859_cov_11.004206	3859
metaspades	SRR7976325_NODE_290_length_3845_cov_5.316359	3845
metaspades	SRR7976325_NODE_301_length_3809_cov_24.059936	3809
metaspades	SRR7976325_NODE_308_length_3782_cov_10.706735	3782
metaspades	SRR7976325_NODE_314_length_3766_cov_8.667745	3766
metaspades	SRR7976325_NODE_315_length_3764_cov_15.192774	3764
metaspades	SRR7976325_NODE_319_length_3762_cov_4.484219	3762
metaspades	SRR7976325_NODE_320_length_3760_cov_11.110661	3760
metaspades	SRR7976325_NODE_323_length_3756_cov_9.286139	3756
metaspades	SRR7976325_NODE_334_length_3724_cov_28.040338	3724
metaspades	SRR7976325_NODE_355_length_3662_cov_62.403105	3662
metaspades	SRR7976325_NODE_358_length_3654_cov_6.356488	3654
metaspades	SRR7976325_NODE_363_length_3646_cov_18.747424	3646
metaspades	SRR7976325_NODE_386_length_3595_cov_4.842938	3595
metaspades	SRR7976325_NODE_395_length_3570_cov_8.675107	3570
metaspades	SRR7976325_NODE_422_length_3504_cov_14.104088	3504
metaspades	SRR7976325_NODE_429_length_3486_cov_14.172544	3486
metaspades	SRR7976325_NODE_461_length_3364_cov_7.510426	3364
metaspades	SRR7976325_NODE_473_length_3335_cov_4.850305	3335
metaspades	SRR7976325_NODE_1415_length_2192_cov_2.550304	2192
metaspades	SRR6960802_NODE_1177_length_3981_cov_8.792155	3981
metaspades	SRR6960802_NODE_1186_length_3964_cov_1612.116910	3964
metaspades	SRR6960802_NODE_1292_length_3832_cov_49.448239	3832
metaspades	SRR6960802_NODE_1320_length_3800_cov_22.550067	3800
metaspades	SRR6960802_NODE_1323_length_3799_cov_50.689370	3799
metaspades	SRR6960802_NODE_1589_length_3509_cov_49.581065	3509
metaspades	SRR7976356_NODE_1705_length_3919_cov_50.756988	3919
metaspades	SRR7976356_NODE_1821_length_3798_cov_137.622495	3798
metaspades	SRR7976356_NODE_1994_length_3641_cov_22.901004	3641
metaspades	SRR7976356_NODE_2050_length_3592_cov_56.719254	3592
metaspades	SRR7976356_NODE_2090_length_3570_cov_338.721479	3570
metaspades	SRR7976356_NODE_2170_length_3509_cov_30.216271	3509
metaspades	SRR7976356_NODE_2265_length_3437_cov_7.627735	3437
metaspades	SRR6050738_NODE_71_length_4262_cov_45.052769	4262
metaspades	SRR6050738_NODE_86_length_4027_cov_37.475831	4027
metaspades	SRR6050738_NODE_88_length_4015_cov_9.190152	4015
metaspades	SRR6050738_NODE_90_length_4010_cov_31.746144	4010
metaspades	SRR6050738_NODE_101_length_3915_cov_21.583161	3915
metaspades	SRR5208575_NODE_37_length_4204_cov_21.640154	4204
metaspades	SRR5208575_NODE_53_length_3926_cov_43.323431	3926
metaspades	SRR5467139_NODE_105_length_3985_cov_64.189567	3985
metaspades	SRR5467139_NODE_124_length_3819_cov_12.196334	3819
metaspades	SRR5467139_NODE_125_length_3810_cov_106.484687	3810
metaspades	SRR5467139_NODE_128_length_3784_cov_22.861625	3784
metaspades	SRR5467139_NODE_136_length_3679_cov_16.360375	3679
metaspades	SRR5467139_NODE_138_length_3677_cov_16.107951	3677
metaspades	SRR5467139_NODE_147_length_3607_cov_10.762669	3607
metaspades	SRR5467139_NODE_152_length_3558_cov_5.667999	3558
metaspades	SRR6050482_NODE_11_length_4315_cov_11.943192	4315
metaspades	SRR6050528_NODE_163_length_3508_cov_5.807703	3508
metaspades	SRR6050528_NODE_179_length_3415_cov_16.841667	3415
metaspades	SRR6050698_NODE_127_length_4042_cov_21.532731	4042
metaspades	SRR6050698_NODE_130_length_4026_cov_36.963989	4026
metaspades	SRR6050698_NODE_145_length_3891_cov_276.085506	3891
metaspades	SRR6050698_NODE_178_length_3567_cov_105.955866	3567
metaspades	SRR6050716_NODE_28_length_3506_cov_152.378441	3506
metaspades	SRR6254352_NODE_1795_length_3432_cov_367.816405	3432
metaspades	SRR6960507_NODE_1097_length_4376_cov_29.606341	4376
metaspades	SRR6960507_NODE_1112_length_4350_cov_11.605821	4350
metaspades	SRR6960507_NODE_1222_length_4176_cov_6.707595	4176
metaspades	SRR6960507_NODE_1324_length_4060_cov_24.326592	4060
metaspades	SRR6960507_NODE_1336_length_4043_cov_8.170010	4043
metaspades	SRR6960507_NODE_1337_length_4040_cov_10.257465	4040
metaspades	SRR6960507_NODE_1494_length_3870_cov_21.251376	3870
metaspades	SRR6960507_NODE_1551_length_3806_cov_449.664623	3806
metaspades	SRR6960507_NODE_1557_length_3798_cov_67.290676	3798
metaspades	SRR6960507_NODE_1609_length_3757_cov_7.667747	3757
metaspades	SRR6960507_NODE_1710_length_3663_cov_34.662694	3663
metaspades	SRR6960507_NODE_1771_length_3617_cov_28.766985	3617
metaspades	SRR6960507_NODE_1791_length_3606_cov_20.511687	3606
metaspades	SRR6960507_NODE_1856_length_3548_cov_28.738906	3548
metaspades	SRR6960507_NODE_1963_length_3474_cov_21.112314	3474
metaspades	SRR5466338_NODE_1679_length_4390_cov_30.760784	4390
metaspades	SRR5466338_NODE_1929_length_4087_cov_14.863343	4087
metaspades	SRR5466338_NODE_1946_length_4074_cov_96.326201	4074
metaspades	SRR5466338_NODE_2155_length_3856_cov_379.217311	3856
metaspades	SRR5466338_NODE_2505_length_3543_cov_32.222190	3543
metaspades	SRR5466338_NODE_2707_length_3400_cov_189.050523	3400
metaspades	SRR5466364_NODE_1169_length_4377_cov_13.318602	4377
metaspades	SRR5466364_NODE_1752_length_3791_cov_9.256424	3791
metaspades	SRR5466364_NODE_1922_length_3650_cov_36.257858	3650
metaspades	SRR5466364_NODE_1997_length_3590_cov_13.618388	3590
metaspades	SRR5466365_NODE_658_length_4790_cov_8.256811	4790
metaspades	SRR5466365_NODE_838_length_4332_cov_13.330606	4332
metaspades	SRR5466365_NODE_939_length_4158_cov_60.803071	4158
metaspades	SRR5466365_NODE_1353_length_3627_cov_11.802632	3627
metaspades	SRR5466365_NODE_1611_length_3385_cov_160.479880	3385
metaspades	SRR5466366_NODE_1455_length_4383_cov_58.046673	4383
metaspades	SRR5466366_NODE_1722_length_4064_cov_71.503866	4064
metaspades	SRR5466366_NODE_1987_length_3804_cov_8.655642	3804
metaspades	SRR5466366_NODE_2226_length_3590_cov_6.022914	3590
metaspades	SRR5466369_NODE_2112_length_4076_cov_67.486446	4076
metaspades	SRR5466369_NODE_2169_length_4036_cov_45.871640	4036
metaspades	SRR5466369_NODE_2264_length_3936_cov_51.981190	3936
metaspades	SRR5466369_NODE_2507_length_3725_cov_10.546049	3725
metaspades	SRR5466337_NODE_551_length_4774_cov_58.392456	4774
metaspades	SRR5466337_NODE_743_length_4297_cov_5.347949	4297
metaspades	SRR5466337_NODE_823_length_4144_cov_59.227929	4144
metaspades	SRR5466337_NODE_889_length_4031_cov_58.470322	4031
metaspades	SRR5466337_NODE_957_length_3941_cov_9.274833	3941
metaspades	SRR5466337_NODE_1024_length_3857_cov_10.798264	3857
metaspades	SRR5466337_NODE_1441_length_3392_cov_151.409949	3392
metaspades	SRR5466723_NODE_507_length_4451_cov_392.136715	4451
metaspades	SRR5466723_NODE_778_length_3710_cov_12.976744	3710
metaspades	SRR5466723_NODE_779_length_3710_cov_11.741450	3710
metaspades	SRR5466723_NODE_783_length_3701_cov_516.176358	3701
metaspades	SRR5466723_NODE_806_length_3637_cov_50.740648	3637
metaspades	SRR5466725_NODE_1810_length_4359_cov_75.370818	4359
metaspades	SRR5466725_NODE_1854_length_4308_cov_17.898660	4308
metaspades	SRR5466725_NODE_1924_length_4246_cov_76.456216	4246
metaspades	SRR5466725_NODE_1961_length_4214_cov_9.266891	4214
metaspades	SRR5466725_NODE_1991_length_4188_cov_73.351077	4188
metaspades	SRR5466725_NODE_2013_length_4166_cov_22.084651	4166
metaspades	SRR5466725_NODE_2066_length_4106_cov_603.948408	4106
metaspades	SRR5466725_NODE_2085_length_4095_cov_11.538119	4095
metaspades	SRR5466725_NODE_2144_length_4051_cov_14.922422	4051
metaspades	SRR5466725_NODE_2181_length_4018_cov_32.783750	4018
metaspades	SRR5466725_NODE_2232_length_3976_cov_60.414690	3976
metaspades	SRR5466725_NODE_2242_length_3970_cov_14.677905	3970
metaspades	SRR5466725_NODE_2332_length_3892_cov_45.417253	3892
metaspades	SRR5466725_NODE_2333_length_3892_cov_37.371384	3892
metaspades	SRR5466725_NODE_2434_length_3821_cov_11.760489	3821
metaspades	SRR5466725_NODE_2456_length_3804_cov_165.829821	3804
metaspades	SRR5466725_NODE_2497_length_3765_cov_31.515094	3765
metaspades	SRR5466725_NODE_2506_length_3760_cov_10.916599	3760
metaspades	SRR5466725_NODE_2523_length_3747_cov_2120.718310	3747
metaspades	SRR5466725_NODE_2554_length_3727_cov_19.468682	3727
metaspades	SRR5466725_NODE_2746_length_3577_cov_6.322828	3577
metaspades	SRR5466725_NODE_2753_length_3569_cov_23.750711	3569
metaspades	SRR5466725_NODE_2778_length_3546_cov_7.726726	3546
metaspades	SRR5466725_NODE_2829_length_3509_cov_14.720903	3509
metaspades	SRR5466725_NODE_2857_length_3494_cov_10.575167	3494
metaspades	SRR5466725_NODE_3125_length_3345_cov_18.880547	3345
metaspades	SRR5466727_NODE_1121_length_4355_cov_15.443488	4355
metaspades	SRR5466727_NODE_1133_length_4335_cov_17.803972	4335
metaspades	SRR5466727_NODE_1168_length_4281_cov_67.608850	4281
